index1,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences_p,g1_p,g2_p,g3_p,absences_m,g1_m,g2_m,g3_m
138,GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,0,no,yes,no,no,yes,no,yes,5,3,3,1,1,5,2.0,12.0,11.0,11.0,0.0,9.0,0.0,0.0
139,GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,3,1,1,5,4.0,13.0,14.0,15.0,0.0,11.0,0.0,0.0
140,GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,no,no,5,4,5,2,4,5,2.0,10.0,9.0,10.0,0.0,10.0,0.0,0.0
141,GP,F,16,R,GT3,T,1,1,at_home,other,course,mother,4,2,0,no,yes,no,no,yes,no,no,5,1,3,1,1,3,0.0,14.0,13.0,13.0,0.0,0.0,0.0,0.0
142,GP,M,18,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,3,3,4,4,5,4,2.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0
143,GP,F,18,U,GT3,A,3,2,other,services,course,other,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,3,5,1,5,10.0,12.0,11.0,11.0,0.0,0.0,0.0,0.0
144,GP,F,16,R,GT3,T,1,1,other,services,reputation,mother,2,1,0,no,yes,no,yes,yes,no,yes,3,3,3,1,2,1,8.0,12.0,11.0,11.0,0.0,0.0,0.0,0.0
145,GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,0,no,yes,no,yes,yes,yes,yes,4,3,2,1,1,5,4.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0
146,GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,2,no,no,no,no,yes,no,yes,4,4,4,1,3,5,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0
147,GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,no,4,3,2,1,1,5,6.0,13.0,14.0,14.0,0.0,16.0,16.0,15.0
148,GP,F,15,R,GT3,T,1,1,other,other,course,mother,3,1,1,no,no,no,yes,yes,yes,yes,5,5,5,1,1,1,2.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0
149,GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,0,yes,yes,no,no,yes,yes,no,2,2,2,1,1,3,6.0,9.0,11.0,11.0,0.0,7.0,9.0,0.0
150,GP,F,15,U,GT3,A,3,3,services,services,home,mother,1,2,0,no,no,no,no,yes,no,yes,1,3,2,2,3,1,24.0,9.0,8.0,9.0,0.0,0.0,0.0,0.0
151,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,no,5,3,3,1,3,5,0.0,15.0,13.0,13.0,0.0,0.0,0.0,0.0
152,GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,0,no,yes,no,yes,yes,yes,no,2,3,3,2,2,2,4.0,12.0,11.0,11.0,0.0,0.0,0.0,0.0
153,GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,no,4,2,2,1,1,5,2.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0
154,GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,no,3,4,4,3,3,1,4.0,10.0,11.0,11.0,2.0,14.0,14.0,13.0
155,GP,M,17,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,no,5,4,5,1,2,5,22.0,9.0,7.0,6.0,0.0,0.0,0.0,0.0
156,GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,4,4,2,1,2,5,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0
157,GP,F,15,U,LE3,A,2,1,at_home,other,home,mother,2,1,0,no,yes,no,yes,no,yes,yes,4,4,2,1,1,5,0.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0
158,GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2,1,no,yes,no,no,yes,yes,no,3,3,2,1,1,3,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0
159,GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,4,3,2,1,1,5,6.0,13.0,12.0,13.0,0.0,0.0,0.0,0.0
160,GP,F,15,U,GT3,T,1,2,at_home,services,course,father,1,2,0,no,no,no,no,yes,no,yes,2,3,4,2,4,1,6.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0
161,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,no,yes,yes,3,3,2,2,1,5,16.0,9.0,9.0,8.0,0.0,7.0,6.0,0.0
162,GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,0,no,no,no,no,yes,yes,no,4,5,5,2,5,5,0.0,12.0,11.0,11.0,0.0,0.0,0.0,0.0
163,GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,2,no,no,no,no,no,yes,yes,2,3,5,2,5,4,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0
164,GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,no,yes,4,4,4,3,5,5,6.0,9.0,10.0,10.0,6.0,12.0,13.0,14.0
165,GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,0,no,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0
166,GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,0,no,yes,no,no,no,yes,yes,4,5,4,1,1,4,6.0,11.0,9.0,11.0,0.0,0.0,0.0,0.0
167,GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,no,yes,4,2,1,1,1,4,0.0,13.0,13.0,13.0,0.0,11.0,11.0,12.0
168,GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,no,no,4,4,4,1,1,1,0.0,7.0,8.0,8.0,2.0,11.0,8.0,8.0
169,GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,3,no,no,no,no,yes,no,no,2,2,2,3,3,5,14.0,9.0,8.0,10.0,0.0,0.0,0.0,0.0
170,GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,yes,no,no,5,2,5,1,5,4,6.0,11.0,10.0,11.0,6.0,9.0,8.0,10.0
171,GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,yes,no,no,4,2,2,1,2,3,4.0,12.0,10.0,11.0,2.0,17.0,15.0,15.0
172,GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,no,no,yes,yes,yes,4,5,5,4,4,5,0.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0
173,GP,M,16,U,LE3,T,1,2,health,services,course,mother,2,1,2,no,no,no,no,yes,yes,no,4,4,5,3,5,5,0.0,9.0,8.0,10.0,0.0,0.0,0.0,0.0
174,GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,1,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,8.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0
175,GP,M,17,R,GT3,T,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,4,4,4,1,4,3,4.0,7.0,6.0,8.0,0.0,0.0,0.0,0.0
176,GP,M,15,U,LE3,T,1,2,other,other,course,mother,2,1,0,no,no,no,yes,yes,no,no,4,4,4,2,4,5,2.0,8.0,9.0,10.0,0.0,0.0,0.0,0.0
177,GP,M,16,U,GT3,T,1,3,at_home,services,course,father,1,1,1,no,no,no,no,no,yes,no,5,3,3,1,4,2,2.0,9.0,8.0,8.0,0.0,0.0,0.0,0.0
178,GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,0,no,no,no,yes,no,no,yes,5,3,5,1,5,5,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0
179,GP,M,17,U,GT3,T,3,2,services,services,course,mother,2,1,3,no,yes,no,yes,no,no,no,4,5,2,1,1,2,10.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0
180,GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,no,yes,no,4,3,5,2,4,4,0.0,9.0,10.0,11.0,4.0,10.0,10.0,10.0
181,GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,no,no,yes,yes,yes,4,2,3,1,1,3,0.0,17.0,17.0,18.0,0.0,0.0,0.0,0.0
182,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,5,1,5,1,1,4,0.0,12.0,12.0,13.0,0.0,0.0,0.0,0.0
183,GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,4,2,1,1,3,0.0,16.0,16.0,17.0,0.0,0.0,0.0,0.0
184,GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,1,no,yes,no,yes,yes,yes,no,3,4,5,2,4,2,4.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0
185,GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,4,3,2,1,1,3,0.0,16.0,17.0,18.0,0.0,0.0,0.0,0.0
186,GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,4,4,1,3,5,0.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0
187,GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,4,3,5,1,1,3,0.0,14.0,13.0,13.0,0.0,0.0,0.0,0.0
188,GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,4,4,5,1,1,4,0.0,14.0,14.0,15.0,0.0,0.0,0.0,0.0
189,GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,no,yes,yes,yes,no,4,4,4,4,4,4,0.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0
190,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,no,3,4,4,1,4,5,0.0,13.0,12.0,14.0,0.0,0.0,0.0,0.0
191,GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,no,4,3,4,1,4,4,4.0,11.0,9.0,10.0,4.0,6.0,5.0,6.0
192,GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,4,3,3,3,4,3,8.0,10.0,9.0,11.0,10.0,10.0,8.0,9.0
193,GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4.0,11.0,11.0,13.0,0.0,0.0,0.0,0.0
194,GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,4.0,11.0,10.0,11.0,10.0,9.0,8.0,8.0
195,GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,4,2,3,1,2,3,0.0,11.0,12.0,13.0,0.0,0.0,0.0,0.0
196,GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,no,no,5,4,2,2,3,5,0.0,17.0,18.0,17.0,0.0,16.0,17.0,17.0
197,GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,5,3,3,2,3,1,32.0,14.0,13.0,14.0,56.0,9.0,9.0,8.0
198,GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,1,2,2,1,2,1,8.0,14.0,15.0,16.0,0.0,0.0,0.0,0.0
199,GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,4,3,4,2,3,4,6.0,11.0,13.0,14.0,12.0,12.0,12.0,11.0
200,GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,3,3,3,1,2,3,0.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0
201,GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,4,2,3,1,2,5,0.0,13.0,14.0,16.0,0.0,0.0,0.0,0.0
202,GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,3,3,3,1,3,3,10.0,12.0,13.0,14.0,6.0,8.0,7.0,9.0
203,GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,no,no,3,1,3,1,5,3,6.0,9.0,9.0,10.0,4.0,8.0,9.0,10.0
204,GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,no,4,3,3,1,1,2,6.0,12.0,12.0,13.0,10.0,11.0,12.0,13.0
205,GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0.0,12.0,11.0,12.0,0.0,8.0,8.0,9.0
206,GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,no,yes,yes,yes,no,4,4,4,4,5,5,16.0,10.0,11.0,12.0,0.0,0.0,0.0,0.0
207,GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,no,4,3,2,3,4,5,0.0,11.0,10.0,10.0,8.0,8.0,9.0,10.0
208,GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,no,5,3,3,1,1,3,0.0,13.0,12.0,12.0,0.0,13.0,14.0,14.0
209,GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,4,3,2,1,1,5,8.0,14.0,15.0,16.0,0.0,14.0,15.0,15.0
210,GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,no,5,2,3,1,2,5,4.0,13.0,13.0,14.0,4.0,17.0,15.0,16.0
211,GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,no,yes,yes,yes,no,3,3,4,3,5,3,16.0,10.0,11.0,12.0,0.0,0.0,0.0,0.0
212,GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,no,4,2,4,2,3,2,30.0,14.0,15.0,16.0,24.0,18.0,18.0,18.0
213,GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,4,5,2,1,2,3,0.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0
214,GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,3,5,1,5,2,2.0,14.0,14.0,15.0,2.0,16.0,16.0,16.0
215,GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,no,yes,yes,no,no,4,4,3,1,3,4,4.0,11.0,12.0,12.0,0.0,0.0,0.0,0.0
216,GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,no,no,yes,no,no,4,4,4,1,3,1,0.0,14.0,15.0,15.0,0.0,0.0,0.0,0.0
217,GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,no,5,3,2,1,2,3,21.0,13.0,13.0,13.0,18.0,7.0,6.0,6.0
218,GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,no,5,3,5,1,1,5,6.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0
219,GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,4,4,3,3,4,5,14.0,8.0,9.0,8.0,28.0,10.0,9.0,9.0
220,GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,2,3,3,2,2,4,2.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0
221,GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,1,3,2,1,1,1,4.0,14.0,15.0,15.0,0.0,0.0,0.0,0.0
222,GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,no,no,yes,no,no,4,3,2,1,4,5,2.0,12.0,13.0,13.0,0.0,0.0,0.0,0.0
223,GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,4,4,2,1,1,4,0.0,11.0,12.0,12.0,0.0,0.0,0.0,0.0
224,GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,no,yes,no,yes,yes,yes,no,4,3,3,1,2,3,4.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0
225,GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,5,3,5,4,5,3,15.0,13.0,12.0,12.0,0.0,0.0,0.0,0.0
226,GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,no,3,3,4,1,1,4,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0
227,GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,4,4,2,4,5,10.0,12.0,11.0,11.0,0.0,0.0,0.0,0.0
228,GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,no,no,yes,no,no,5,2,1,1,2,3,6.0,12.0,11.0,11.0,0.0,0.0,0.0,0.0
229,GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,4,4,4,1,3,1,2.0,14.0,16.0,15.0,0.0,0.0,0.0,0.0
230,GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,3,4,5,2,4,1,16.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0
231,GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,0,no,yes,no,no,yes,yes,no,3,2,4,2,4,4,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0
232,GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,no,no,yes,no,no,3,3,3,1,4,3,4.0,12.0,13.0,13.0,0.0,0.0,0.0,0.0
233,GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,no,4,3,3,1,1,4,0.0,12.0,12.0,13.0,0.0,0.0,0.0,0.0
234,GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,4,2,5,1,2,5,0.0,11.0,10.0,11.0,2.0,6.0,6.0,6.0
235,GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,0,no,yes,no,yes,yes,no,yes,4,3,4,1,1,5,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0
236,GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,no,2,3,1,1,1,3,0.0,13.0,13.0,14.0,2.0,16.0,16.0,17.0
237,GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,3,no,yes,yes,no,yes,yes,no,3,3,3,5,5,4,9.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0
238,GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,no,5,3,2,1,1,5,4.0,15.0,16.0,16.0,0.0,13.0,13.0,14.0
239,GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,5,3,3,1,1,4,4.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0
240,GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,no,5,3,4,1,3,3,2.0,17.0,18.0,17.0,10.0,16.0,15.0,15.0
241,GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,no,no,yes,yes,no,5,3,3,1,3,3,0.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0
242,GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,no,yes,yes,yes,yes,4,3,2,4,5,3,2.0,9.0,10.0,11.0,0.0,0.0,0.0,0.0
243,GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,3,2,3,1,2,3,0.0,15.0,15.0,16.0,10.0,12.0,10.0,12.0
244,GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,3,2,3,1,2,3,0.0,14.0,12.0,12.0,14.0,13.0,13.0,14.0
245,GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,no,yes,no,yes,yes,yes,no,4,5,2,1,1,1,0.0,12.0,13.0,13.0,0.0,0.0,0.0,0.0
246,GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,4,5,5,1,3,2,0.0,13.0,13.0,13.0,14.0,11.0,9.0,9.0
247,GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,4,2,4,2,4,1,0.0,13.0,13.0,14.0,0.0,0.0,0.0,0.0
248,GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,no,no,yes,yes,no,3,4,2,1,1,5,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0
249,GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,5,3,3,1,3,2,0.0,12.0,12.0,12.0,10.0,11.0,9.0,10.0
250,GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,4,4,2,5,5,4,0.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0
251,GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,4,5,2,1,1,5,4.0,9.0,10.0,10.0,20.0,13.0,12.0,12.0
252,GP,F,16,U,GT3,A,4,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,5,3,3,1,2,5,0.0,14.0,13.0,13.0,0.0,0.0,0.0,0.0
253,GP,F,18,U,LE3,A,2,4,services,other,course,mother,2,2,1,no,yes,no,no,yes,yes,no,4,3,3,1,1,3,18.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0
254,GP,F,18,U,LE3,T,2,2,at_home,services,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,5,3,1,1,1,5,16.0,9.0,8.0,10.0,0.0,0.0,0.0,0.0
255,GP,F,18,U,GT3,T,3,3,other,other,course,mother,2,1,1,no,no,no,no,no,yes,no,4,1,1,1,1,3,14.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0
256,GP,M,18,U,GT3,T,2,2,other,at_home,course,other,1,1,1,no,yes,no,yes,no,yes,yes,4,4,3,2,2,1,26.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0
257,GP,M,17,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,4,2,1,1,2,5,6.0,10.0,8.0,9.0,0.0,0.0,0.0,0.0
258,GP,F,17,U,GT3,T,3,2,other,other,course,father,1,2,0,no,no,no,yes,yes,no,no,5,4,2,1,1,3,4.0,14.0,14.0,15.0,0.0,0.0,0.0,0.0
259,GP,F,17,U,LE3,T,1,1,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,2,1,2,4,10.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0
260,GP,F,16,U,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,no,no,yes,no,5,3,5,1,2,5,4.0,12.0,11.0,11.0,0.0,0.0,0.0,0.0
261,GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,no,no,2,1,1,1,1,3,2.0,13.0,13.0,13.0,2.0,13.0,11.0,11.0
262,GP,F,17,R,LE3,A,1,4,other,other,course,other,4,1,1,no,yes,no,no,yes,yes,no,5,5,4,1,1,5,14.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0
263,GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,0,no,no,no,no,no,yes,no,5,5,4,3,5,2,16.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0
264,GP,F,17,U,LE3,A,2,2,other,other,home,mother,1,1,1,no,yes,no,no,no,yes,no,3,1,2,1,1,1,8.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0
265,GP,F,17,R,LE3,T,1,1,at_home,other,course,mother,2,3,0,no,no,no,yes,yes,yes,no,4,3,3,1,3,5,4.0,15.0,14.0,15.0,0.0,0.0,0.0,0.0
266,GP,F,17,U,LE3,A,4,2,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,no,no,4,3,2,1,1,4,4.0,15.0,14.0,14.0,0.0,0.0,0.0,0.0
267,GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,2,5,5,1,4,5,8.0,15.0,15.0,15.0,14.0,12.0,12.0,12.0
268,GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,no,3,3,3,2,3,4,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0
269,GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,yes,yes,no,5,4,5,1,1,3,7.0,14.0,14.0,15.0,0.0,6.0,0.0,0.0
270,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,4.0,14.0,15.0,15.0,0.0,0.0,0.0,0.0
271,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,5,3,1,1,4,5,2.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0
272,GP,M,17,R,GT3,T,1,1,other,other,home,father,2,3,0,no,no,no,no,yes,yes,yes,4,3,3,1,1,1,2.0,13.0,14.0,15.0,0.0,0.0,0.0,0.0
273,GP,F,17,U,GT3,T,3,3,services,other,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,4,2,2,2,3,5,10.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0
274,GP,F,17,U,GT3,T,1,1,at_home,other,course,mother,1,2,0,yes,no,no,no,yes,no,yes,4,3,2,1,1,4,10.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0
275,GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0,no,yes,no,no,yes,yes,yes,4,4,4,1,1,3,10.0,12.0,10.0,11.0,0.0,0.0,0.0,0.0
276,GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,no,4,3,3,1,1,4,7.0,15.0,16.0,16.0,6.0,18.0,18.0,18.0
277,GP,F,17,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,no,no,yes,no,no,4,3,4,1,2,5,4.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0
